age,income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,months_employed,savings_balance,existing_loans,monthly_debt_payment,employment_status,risk_flag,credit_score
30,145969.05,0.264,0.0955,0,10,10252.79,103,3021.03,1,201.87,Full-time,0,832.76
61,68378.67,0.3188,0.1895,3,11,12288.89,89,19629.83,3,521.29,Full-time,1,706.15
57,42148.8,0.2186,0.256,1,5,41814.19,37,23514.86,2,817.79,Full-time,1,726.25
32,57431.75,0.3113,0.281,2,15,52550.6,119,22565.94,0,361.3,Self-employed,1,735.53
48,32246.27,0.2508,0.3536,0,2,2000.0,103,56825.03,1,754.43,Full-time,1,772.19
50,41924.6,0.2246,0.1742,0,12,41734.1,133,5147.45,1,339.02,Full-time,1,849.9
43,122045.95,0.1853,0.3567,2,10,3542.56,143,5256.37,1,266.56,Unemployed,1,774.4
64,62061.61,0.2495,0.297,5,9,17254.23,149,12974.6,4,285.25,Full-time,1,700.07
26,154945.48,0.1914,0.3991,0,14,6836.0,130,12073.85,5,592.3,Full-time,1,801.14
33,63392.03,0.2163,0.4351,1,9,12292.09,47,14966.08,3,352.94,Unemployed,1,690.5
25,65108.45,0.1272,0.1133,0,2,19408.68,23,27188.92,3,292.12,Full-time,0,802.68
53,88291.79,0.675,0.3652,0,8,26148.31,111,10748.73,1,878.82,Self-employed,1,648.7
51,20000.0,0.4727,0.3865,1,16,49049.45,35,32142.23,0,827.75,Full-time,1,615.73
67,72563.89,0.1209,0.2718,2,1,7032.59,35,6935.3,1,370.72,Full-time,1,724.95
46,64728.45,0.5135,0.3659,2,2,40512.52,120,8682.46,2,341.17,Full-time,1,654.48
28,129148.41,0.6062,0.4925,3,14,14847.3,112,5195.6,3,116.51,Part-time,1,563.35
42,102140.62,0.2859,0.2833,2,2,15070.2,33,735.27,3,326.78,Part-time,1,670.9
25,39729.08,0.3166,0.2323,1,17,59296.36,165,3018.07,1,111.74,Full-time,1,809.44
52,115723.89,0.6806,0.2803,0,10,32523.24,19,28586.75,3,484.95,Full-time,1,591.58
52,58803.61,0.3597,0.3577,0,13,5554.55,157,34103.86,2,107.3,Unemployed,1,783.5
61,44046.27,0.4917,0.287,0,12,17071.53,146,4504.16,1,365.51,Full-time,1,752.41
36,72308.46,0.1584,0.2755,0,16,10685.08,110,29487.82,1,386.3,Full-time,1,825.27
35,60400.57,0.1276,0.2034,1,17,13303.15,63,1695.69,1,445.22,Full-time,1,788.37
24,132231.49,0.3244,0.2654,0,15,16448.69,51,5559.33,1,1535.8,Unemployed,1,728.83
40,77132.49,0.3133,0.124,3,12,24940.9,100,8978.21,0,112.03,Self-employed,1,733.34
43,72587.39,0.4512,0.2533,2,7,7489.6,27,32717.45,4,913.37,Full-time,1,623.81
56,99239.48,0.1995,0.2998,2,6,15440.87,141,62035.52,5,766.4,Full-time,1,782.7
56,108206.01,0.427,0.3729,0,7,13680.21,81,9012.27,3,441.47,Full-time,1,696.18
27,94147.91,0.4181,0.3837,1,17,23597.83,97,12604.83,2,856.89,Unemployed,1,684.48
34,125336.65,0.5208,0.2804,0,8,17377.31,73,32357.61,2,850.88,Self-employed,1,684.49
45,87021.2,0.5198,0.0712,2,1,34767.27,25,90277.07,2,647.99,Self-employed,1,647.09
36,71356.46,0.2913,0.205,1,2,21612.13,122,36671.37,1,232.92,Full-time,1,788.03
22,115569.51,0.3964,0.4529,1,10,27509.73,123,4776.07,1,277.01,Full-time,1,695.36
60,63519.15,0.2874,0.143,1,1,21227.0,21,28127.71,0,602.89,Full-time,1,720.53
55,67168.59,0.3368,0.3759,1,12,8065.2,62,7714.65,3,251.94,Part-time,1,681.65
45,143588.9,0.2711,0.3173,1,1,13873.32,11,43951.1,2,207.61,Full-time,1,673.51
35,137292.07,0.4607,0.0989,4,12,11292.3,62,22880.52,1,511.37,Full-time,1,638.73
60,65928.16,0.7121,0.0872,3,9,30675.61,131,5600.35,2,318.21,Full-time,1,648.74
22,53954.79,0.1581,0.4795,1,12,32729.78,103,34179.52,0,167.95,Part-time,1,743.53
41,127826.36,0.4767,0.1748,1,10,17029.23,109,20944.1,1,165.84,Full-time,1,729.12
58,94862.93,0.3978,0.1854,1,7,19963.87,108,18744.51,2,758.21,Part-time,1,749.31
65,76268.22,0.4426,0.2032,1,2,5969.12,65,13704.61,0,882.36,Full-time,1,695.59
32,57248.53,0.2297,0.2845,0,11,13727.6,74,8560.29,1,137.04,Full-time,1,771.63
51,76823.32,0.1529,0.2589,1,4,3129.27,134,22577.25,3,577.99,Full-time,1,826.07
29,65527.89,0.2719,0.3002,1,16,31773.76,129,86798.56,1,885.12,Self-employed,1,775.88
26,49072.19,0.2622,0.294,1,13,85841.44,81,67641.48,1,436.47,Full-time,1,740.34
37,70127.41,0.5407,0.549,2,17,12416.22,134,11421.66,3,82.33,Part-time,1,612.21
62,74566.07,0.4225,0.2218,2,10,21166.69,143,2234.29,1,366.09,Full-time,1,736.97
53,55886.17,0.3392,0.2748,1,16,24150.63,74,8387.95,4,511.12,Unemployed,1,716.21
43,99381.53,0.3444,0.4745,1,14,8138.86,151,15125.99,3,320.98,Part-time,1,728.89
34,118181.23,0.591,0.3804,3,15,16448.21,30,17025.14,3,1208.59,Self-employed,1,527.6
27,102380.75,0.35,0.2702,0,4,25019.49,135,28672.24,5,406.36,Part-time,1,789.95
33,58436.05,0.4656,0.2081,1,14,20298.42,101,24766.1,3,760.61,Part-time,1,717.46
28,92978.14,0.6168,0.3775,1,10,18801.73,168,25079.12,0,384.61,Full-time,1,685.58
29,68533.82,0.4623,0.4459,2,14,14655.0,37,7797.7,2,814.86,Full-time,1,580.67
53,37945.81,0.357,0.546,2,5,10185.54,15,8564.85,3,189.12,Self-employed,1,568.9
27,89565.75,0.1613,0.1319,0,5,28945.93,11,5328.15,2,180.66,Unemployed,0,777.8
23,70668.78,0.2187,0.1302,5,17,61837.1,25,16663.15,0,114.79,Full-time,1,647.67
46,212584.88,0.2363,0.309,1,7,4430.3,97,27872.48,2,37.24,Full-time,1,757.69
34,127487.28,0.483,0.3639,0,16,3994.71,143,33145.89,2,427.07,Full-time,1,733.29
42,91127.74,0.553,0.5908,1,4,7706.61,149,1584.42,2,178.39,Full-time,1,635.57
27,74022.67,0.3413,0.4938,3,6,13242.13,132,19929.01,2,176.79,Part-time,1,659.16
30,71230.4,0.2134,0.2989,1,8,15009.04,54,5509.7,3,441.31,Full-time,1,731.26
41,42122.6,0.394,0.2722,0,3,19712.58,78,22063.38,3,730.51,Self-employed,1,728.75
53,30256.18,0.4053,0.1971,1,8,18972.47,11,5478.75,2,651.39,Full-time,1,663.3
40,44683.0,0.2816,0.5128,1,3,16365.66,97,24942.71,2,138.6,Full-time,1,693.15
46,64765.44,0.5807,0.3045,2,3,43936.86,138,7705.59,0,359.84,Full-time,1,664.66
45,25655.35,0.58,0.2345,2,3,9432.53,39,7845.72,1,183.68,Unemployed,1,599.88
33,51795.33,0.3181,0.2891,1,7,34032.95,93,26449.35,4,405.49,Full-time,1,734.8
34,59193.92,0.3944,0.2042,3,11,72372.11,63,8359.36,1,763.34,Part-time,1,658.13
41,60057.52,0.2978,0.1821,0,7,6442.06,161,30181.33,3,221.95,Full-time,1,849.3
22,49129.96,0.316,0.3688,0,4,4606.24,16,25100.24,1,503.58,Part-time,1,676.33
53,56744.77,0.3607,0.3491,3,17,20535.91,130,12154.07,1,718.53,Full-time,1,687.85
49,143738.68,0.227,0.2455,4,4,28361.25,9,9086.31,2,498.36,Full-time,1,628.02
35,89140.17,0.3422,0.3656,1,11,18496.72,83,39529.07,3,691.66,Unemployed,1,700.11
38,51424.23,0.4777,0.1615,0,7,4072.2,119,27051.18,1,429.47,Full-time,1,765.48
36,64166.95,0.1908,0.2518,1,1,5537.14,83,53966.32,0,466.64,Full-time,1,773.98
51,65333.42,0.2174,0.2488,0,14,12636.84,107,3037.05,1,343.44,Full-time,1,811.75
56,46836.59,0.464,0.2072,1,2,24125.42,120,10449.09,4,112.36,Part-time,1,734.0
26,46811.84,0.1635,0.1777,2,3,14070.46,127,9071.95,2,251.66,Full-time,1,812.36
40,104269.67,0.4319,0.299,0,1,20938.87,5,20647.61,3,1008.24,Self-employed,1,649.85
21,54780.91,0.334,0.325,1,3,20530.9,71,5962.69,1,586.41,Part-time,1,702.72
42,40432.4,0.3465,0.3361,0,6,34606.68,91,6721.58,2,268.26,Self-employed,1,737.86
32,64898.96,0.3636,0.4284,2,2,8001.77,145,13833.18,3,766.9,Self-employed,1,704.65
36,69780.12,0.1172,0.1678,1,4,19181.66,113,2712.66,1,477.6,Self-employed,1,842.06
42,27235.68,0.3476,0.431,2,2,49370.21,69,2416.65,2,159.89,Unemployed,1,645.47
36,64968.91,0.2401,0.3613,2,4,10373.39,146,12113.97,4,369.48,Part-time,1,759.31
39,97791.31,0.4259,0.168,3,3,11628.03,57,127516.17,3,247.85,Full-time,1,652.73
56,81068.78,0.367,0.4148,1,5,19156.26,150,14713.13,0,308.29,Part-time,1,736.2
59,180485.88,0.2961,0.4823,1,14,8603.68,108,9700.61,0,611.33,Part-time,1,705.59
21,116192.0,0.2808,0.2187,2,3,7982.33,142,19277.2,2,87.26,Full-time,1,779.42
38,127009.9,0.4505,0.3839,1,17,14143.36,99,21842.66,1,255.2,Full-time,1,676.38
60,233290.25,0.6461,0.4131,2,9,15201.71,141,11980.44,2,198.17,Part-time,1,620.4
45,93075.88,0.4755,0.4141,4,4,30516.64,130,7519.53,2,94.38,Full-time,1,612.16
30,71209.51,0.4323,0.4887,1,3,9626.75,95,3522.28,4,238.04,Full-time,1,652.3
48,102557.93,0.157,0.4513,1,4,18422.63,84,28724.76,2,649.92,Part-time,1,735.08
27,51448.86,0.3449,0.347,1,14,42788.23,83,8954.38,4,365.37,Full-time,1,703.95
22,69456.7,0.471,0.5757,3,3,41042.85,170,19992.23,3,154.89,Unemployed,1,631.44
50,49440.37,0.2219,0.5458,1,10,16695.02,109,32798.95,3,750.88,Self-employed,1,712.81
45,79149.44,0.2824,0.5016,5,1,20583.43,89,10292.17,0,117.53,Full-time,1,589.05
56,49347.43,0.5483,0.3471,1,8,9569.47,61,3844.48,3,702.09,Full-time,1,624.57
37,48575.87,0.3145,0.5658,2,15,22074.93,5,11020.21,3,379.92,Full-time,1,568.37
61,79703.04,0.602,0.1318,1,14,52640.45,33,11705.57,1,363.55,Full-time,1,638.95
40,62195.0,0.689,0.181,2,9,44780.75,105,20350.22,0,905.55,Full-time,1,635.55
55,27795.11,0.5268,0.2358,1,5,17755.11,11,8216.33,4,353.17,Full-time,1,617.18
25,34372.06,0.1894,0.1406,1,6,22974.28,137,7867.47,1,395.89,Full-time,1,847.2
25,39487.13,0.5975,0.2291,1,6,10776.78,66,9626.53,2,437.29,Full-time,1,643.48
57,44474.12,0.1793,0.3579,3,4,9406.76,91,18326.71,1,765.36,Self-employed,1,707.57
60,79737.12,0.3808,0.0685,1,12,13974.88,103,28708.99,2,435.15,Full-time,1,779.47
65,73022.47,0.3124,0.257,0,3,21797.05,57,97084.13,3,265.09,Full-time,1,739.53
36,106870.78,0.3466,0.6363,0,17,29892.04,109,68841.72,0,336.86,Self-employed,1,677.78
22,92851.88,0.4534,0.2478,3,2,17060.4,100,11925.32,2,92.13,Self-employed,1,660.36
67,107189.8,0.2141,0.331,1,11,24541.13,61,7251.79,4,252.87,Full-time,1,728.85
49,87010.0,0.5259,0.5903,1,12,3022.19,122,7864.24,2,655.34,Self-employed,1,621.32
32,72718.83,0.2579,0.3228,0,12,20319.02,51,4377.58,2,135.37,Full-time,1,734.43
56,108522.01,0.372,0.1615,1,12,11682.46,113,14848.36,8,515.04,Full-time,1,767.19
63,100081.06,0.1542,0.5476,0,8,7513.19,6,5756.92,2,103.4,Self-employed,1,671.84
34,78373.64,0.2673,0.3224,1,3,24779.96,75,5213.97,1,408.57,Full-time,1,726.71
57,117240.46,0.2273,0.1422,0,11,49662.84,78,5514.63,1,526.71,Full-time,1,811.26
58,23026.37,0.2812,0.2988,1,4,17861.41,70,28429.79,1,389.39,Part-time,1,724.27
44,58063.45,0.2855,0.1197,3,4,33384.78,157,12454.13,1,859.54,Full-time,1,790.26
50,57664.34,0.2686,0.0956,0,14,13461.7,146,4195.17,1,355.19,Full-time,0,850.0
33,111157.93,0.347,0.3428,1,3,75887.26,129,28254.45,2,327.34,Self-employed,1,742.7
64,134205.54,0.1359,0.1757,0,10,5982.91,49,36773.56,1,401.31,Part-time,0,806.14
67,34455.34,0.387,0.5302,0,7,16804.32,73,9038.2,3,551.69,Self-employed,1,662.18
67,124869.59,0.6611,0.3079,2,4,30516.02,71,6863.54,0,624.02,Full-time,1,583.86
55,39059.82,0.2521,0.2251,0,17,17648.25,131,6364.54,1,550.14,Part-time,1,827.26
22,39594.8,0.5289,0.4772,1,12,47263.38,120,16738.4,4,1181.88,Self-employed,1,647.03
38,59549.99,0.3589,0.162,1,9,4225.31,28,28993.58,3,396.8,Full-time,1,700.16
41,57343.06,0.4561,0.2534,1,15,16683.33,76,15417.59,4,966.57,Self-employed,1,688.15
66,32817.34,0.2727,0.3972,1,6,15145.64,107,4256.39,2,266.18,Full-time,1,733.06
46,88649.45,0.3132,0.3992,1,6,16693.63,73,33009.14,0,24.91,Full-time,1,692.07
46,89835.1,0.5121,0.5205,2,1,5954.75,14,12757.09,1,346.44,Part-time,1,527.91
27,106331.7,0.344,0.486,0,13,14706.75,25,11261.8,4,533.22,Full-time,1,646.13
58,54444.93,0.24,0.1642,1,17,14239.02,176,19271.31,5,230.65,Full-time,1,850.0
36,65002.94,0.2544,0.2104,1,15,21380.15,93,32431.68,1,343.21,Unemployed,1,773.58
25,65271.3,0.4128,0.2332,1,1,38901.31,27,5075.34,1,845.5,Full-time,1,665.36
67,141435.34,0.5342,0.7777,2,6,19497.45,178,4271.35,1,671.72,Unemployed,1,593.65
29,20000.0,0.4429,0.2086,3,17,24159.64,169,12826.12,3,161.56,Part-time,1,730.81
21,43018.05,0.2587,0.1264,1,16,43488.99,154,12955.27,0,570.24,Full-time,1,844.12
24,66336.36,0.4359,0.4877,1,4,41458.33,100,28767.0,2,328.84,Self-employed,1,655.64
42,40598.78,0.3313,0.3941,1,7,3397.9,141,39248.52,4,119.76,Full-time,1,744.58
25,58909.39,0.2221,0.1692,1,10,31513.77,177,8711.67,0,462.01,Part-time,1,850.0
60,62521.51,0.572,0.105,2,2,31375.54,88,17660.52,5,770.67,Full-time,1,675.48
45,49219.31,0.2776,0.2513,0,7,15009.75,178,19742.31,4,1027.21,Full-time,1,850.0
36,68118.97,0.5681,0.3069,1,13,13082.58,148,21445.61,4,139.66,Full-time,1,701.18
21,87786.87,0.4619,0.676,2,13,8181.36,114,3367.75,4,40.94,Full-time,1,587.43
43,59496.94,0.5763,0.2727,1,3,4633.9,164,20815.13,1,695.46,Unemployed,1,720.6
28,53963.46,0.4999,0.1852,1,9,32690.95,73,6589.76,4,677.99,Part-time,1,689.56
66,61414.78,0.5273,0.2826,1,4,30809.55,41,21723.09,3,339.69,Part-time,1,630.33
34,65950.1,0.2102,0.2571,2,13,16814.94,172,4997.88,3,651.6,Part-time,1,816.0
43,30238.05,0.4436,0.4177,2,12,29640.59,90,14041.97,0,602.38,Unemployed,1,637.5
21,81446.31,0.5442,0.3727,1,12,36919.75,124,10268.22,2,324.53,Part-time,1,671.9
27,54016.75,0.1946,0.26,1,9,5130.46,154,81650.82,0,261.26,Unemployed,1,829.95
30,116738.4,0.3655,0.2016,2,7,21472.33,30,6233.35,1,345.23,Full-time,1,664.95
23,86333.59,0.2249,0.4002,4,2,15215.91,148,5847.75,3,164.91,Unemployed,1,705.81
55,112030.89,0.2798,0.1571,2,13,24405.8,126,46369.03,1,275.53,Part-time,1,781.78
65,41984.19,0.4965,0.1663,0,14,20546.45,159,27455.77,2,303.94,Full-time,1,791.97
67,55987.07,0.4872,0.1,1,8,30912.69,40,16348.73,1,581.09,Part-time,1,687.17
33,37831.36,0.3786,0.391,0,1,5955.13,172,8588.79,1,168.59,Part-time,1,782.0
58,48178.3,0.131,0.4012,0,10,45241.8,25,4847.13,2,254.64,Full-time,1,731.23
44,116244.09,0.432,0.3313,1,4,12499.41,53,8929.65,3,486.06,Part-time,1,656.74
23,129232.81,0.6511,0.3488,0,16,16416.13,94,8162.66,2,298.3,Full-time,1,645.8
25,39471.73,0.2736,0.2126,0,11,5262.25,106,7090.23,2,154.82,Full-time,1,803.1
46,53840.17,0.2092,0.266,1,17,16772.74,156,8322.64,4,397.94,Full-time,1,825.74
40,63940.74,0.3914,0.1215,3,14,17805.76,31,7999.5,1,396.62,Full-time,1,653.04
21,86122.2,0.5406,0.5674,1,15,17054.07,168,29210.61,2,889.67,Unemployed,1,660.97
64,29973.99,0.3538,0.2663,1,8,10773.56,95,3941.97,1,98.63,Full-time,1,731.45
55,32165.51,0.4304,0.6989,0,17,7679.17,122,18005.97,4,703.23,Part-time,1,647.82
44,82481.7,0.4838,0.3086,0,8,28251.93,15,16195.44,1,199.38,Part-time,1,640.21
67,27527.28,0.3832,0.2593,1,7,5345.45,33,12196.31,2,872.01,Self-employed,1,672.71
66,54119.03,0.6955,0.2311,0,16,31672.83,77,22745.73,1,545.37,Full-time,1,647.74
66,71178.16,0.2268,0.1129,0,7,59051.46,99,18585.61,1,1110.85,Full-time,1,836.24
33,79781.72,0.2641,0.0741,4,6,85113.88,95,14061.25,4,359.43,Part-time,1,731.41
62,62082.96,0.3868,0.2913,0,9,8446.48,31,32975.77,0,57.91,Part-time,1,686.97
44,56129.09,0.3041,0.3293,2,10,27271.2,126,1600.86,2,503.06,Full-time,1,731.44
55,96766.57,0.4889,0.3739,4,10,12163.75,43,83150.85,2,253.05,Unemployed,1,545.69
61,75232.81,0.5114,0.3312,0,11,42495.97,41,35022.69,3,479.36,Full-time,1,647.95
28,49456.19,0.4798,0.519,1,8,23745.02,20,56044.58,3,208.08,Full-time,1,567.98
42,67304.02,0.3579,0.2717,1,16,14697.25,158,6158.44,3,378.05,Full-time,1,781.37
27,78623.51,0.3927,0.2702,1,16,9535.01,123,13801.76,1,425.13,Unemployed,1,742.14
34,143373.27,0.2478,0.3132,4,13,13923.09,7,16950.76,1,533.96,Self-employed,1,603.19
40,94263.15,0.612,0.4106,1,7,11248.23,26,9498.06,3,378.84,Self-employed,1,560.42
61,114296.43,0.4318,0.5467,2,3,17729.3,111,15183.65,1,145.34,Unemployed,1,626.29
61,50273.16,0.3927,0.1361,0,1,18380.29,117,16309.4,1,722.14,Self-employed,1,795.67
39,52266.85,0.2817,0.1377,1,14,12232.13,164,4709.0,2,141.05,Full-time,1,842.73
36,59520.67,0.5988,0.1191,0,3,11488.75,172,24535.88,2,114.51,Self-employed,1,783.92
45,62031.17,0.2828,0.3861,1,11,27978.73,156,22874.38,0,284.83,Full-time,1,773.64
63,42040.5,0.5119,0.1924,2,8,29447.04,152,7351.65,3,186.98,Part-time,1,725.0
66,116969.69,0.421,0.3367,1,14,10209.38,95,4334.84,1,499.4,Full-time,1,693.69
31,98470.1,0.4303,0.1751,3,15,17358.26,170,14598.45,1,354.57,Full-time,1,743.8
29,57667.27,0.2231,0.4914,1,2,9848.19,28,6518.31,4,674.6,Full-time,1,658.55
54,88324.23,0.1758,0.4107,0,9,111918.09,108,16789.83,4,523.79,Part-time,1,784.58
35,73152.72,0.5902,0.3325,1,16,9335.36,20,6806.46,4,527.36,Self-employed,1,581.48
30,91484.29,0.6716,0.3927,2,7,21532.31,139,47711.33,3,243.79,Full-time,1,616.18
22,36136.61,0.3528,0.2295,3,14,24625.99,128,7447.72,0,219.95,Self-employed,1,718.45
39,61972.9,0.2695,0.4837,0,13,11319.27,177,6249.05,1,60.2,Self-employed,1,795.72
39,64465.32,0.4382,0.3644,0,15,9875.1,25,13634.85,3,590.76,Self-employed,1,648.27
47,87608.99,0.4045,0.5068,0,2,14829.56,129,3432.91,0,689.36,Part-time,1,709.45
30,49871.41,0.5626,0.1333,2,15,9842.54,13,6400.01,0,508.26,Part-time,1,608.73
54,21483.3,0.2186,0.2282,2,1,20576.22,18,3269.24,3,111.76,Full-time,1,692.37
52,40669.56,0.3594,0.1933,0,2,9948.72,82,16001.43,0,295.21,Self-employed,1,762.19
42,64378.08,0.3082,0.1985,2,4,19983.0,172,29393.48,1,173.76,Full-time,1,801.25
29,68101.05,0.1481,0.0915,2,14,4251.07,35,9272.12,0,408.88,Part-time,0,761.86
44,141165.28,0.1998,0.4216,0,3,10251.06,58,38800.03,6,115.17,Full-time,1,732.99
52,86011.47,0.2555,0.1542,2,12,13439.8,145,6485.54,1,510.37,Full-time,1,805.63
38,68643.97,0.5022,0.2522,1,5,36332.53,177,8987.32,3,668.13,Full-time,1,758.79
33,65213.64,0.3328,0.3979,2,12,4947.16,98,28584.36,0,145.42,Full-time,1,682.35
44,108758.22,0.4658,0.3484,0,12,36707.61,62,24555.43,3,37.54,Full-time,1,674.83
37,50739.01,0.3801,0.3007,1,7,28618.3,154,19690.87,3,235.76,Full-time,1,764.13
39,62123.05,0.5724,0.1876,1,17,5167.38,92,34318.95,1,46.06,Part-time,1,683.05
37,40531.46,0.1096,0.2485,0,5,26282.11,71,12787.89,2,340.09,Full-time,1,814.16
35,125305.21,0.209,0.4978,1,2,9404.67,43,17283.73,2,432.08,Full-time,1,673.68
54,78954.3,0.5347,0.2198,0,11,26899.03,166,7487.6,2,572.73,Part-time,1,772.97
42,48127.76,0.3562,0.2319,1,1,28040.19,81,68674.53,0,269.15,Full-time,1,727.66
42,62849.31,0.4466,0.3604,1,5,31420.32,175,9112.52,0,422.99,Full-time,1,746.75
51,83228.31,0.3623,0.2251,0,9,12088.04,37,11147.52,0,247.07,Part-time,1,715.87
37,59111.25,0.4344,0.2189,0,16,29070.35,100,15965.03,1,436.06,Full-time,1,748.29
25,52025.45,0.4148,0.1925,0,13,52995.97,78,23554.77,3,190.5,Full-time,1,742.44
61,49294.95,0.4286,0.1896,3,11,14707.4,36,23349.84,1,382.63,Part-time,1,629.02
23,77074.89,0.2245,0.3501,2,10,16074.96,176,1335.7,3,438.22,Full-time,1,791.79
47,56323.98,0.1788,0.47,3,7,29651.87,12,59992.01,2,454.25,Full-time,1,613.86
33,53949.79,0.1998,0.2922,1,15,2458.6,6,52489.13,2,277.62,Part-time,1,697.01
31,36270.94,0.4975,0.3135,2,1,9071.82,165,38735.87,1,722.38,Full-time,1,709.88
22,68523.93,0.5036,0.249,2,3,36498.07,47,15131.79,1,190.18,Full-time,1,625.84
63,60989.04,0.577,0.3681,1,3,20083.1,93,38582.13,4,167.91,Unemployed,1,637.38
41,57254.31,0.3461,0.4474,3,11,15508.77,21,16693.29,4,267.55,Full-time,1,576.82
37,72362.74,0.4843,0.2998,1,5,9328.95,38,16517.25,1,267.05,Full-time,1,636.43
55,92651.56,0.7145,0.217,0,2,18372.63,150,24184.23,0,125.44,Full-time,1,706.4
22,90735.55,0.6283,0.3603,3,3,12436.3,69,21203.15,2,270.5,Unemployed,1,553.93
47,84857.43,0.2583,0.2029,0,12,5309.2,151,31901.58,0,816.64,Self-employed,1,847.62
44,59379.15,0.2777,0.2503,0,10,44883.93,167,2145.31,1,67.29,Full-time,1,843.28
47,51269.47,0.2974,0.1248,0,10,11087.65,175,12388.86,1,63.46,Full-time,1,850.0
26,41366.97,0.1999,0.1163,3,13,14908.99,173,4732.48,2,357.11,Full-time,1,830.12
65,50669.51,0.3313,0.2788,1,9,5176.09,76,29475.3,2,173.75,Full-time,1,719.24
32,66758.88,0.2872,0.1727,1,16,12399.52,39,6152.35,2,379.08,Full-time,1,728.17
52,46451.83,0.278,0.1358,0,10,36466.81,137,10503.92,1,588.23,Full-time,1,846.82
56,69094.18,0.7397,0.338,0,11,34601.82,92,29608.54,0,615.76,Full-time,1,620.26
37,42853.58,0.3057,0.1806,0,6,18355.56,29,40621.38,2,464.34,Full-time,1,737.31
27,31336.96,0.7005,0.2521,3,10,11644.92,145,28295.74,2,301.9,Full-time,1,622.66
34,95676.96,0.3894,0.159,3,4,18362.7,155,25338.43,2,303.98,Full-time,1,747.6
58,53450.62,0.3907,0.3347,1,5,25693.03,130,4869.8,0,125.02,Part-time,1,732.45
63,45403.06,0.3931,0.3501,2,17,6324.08,86,5627.58,4,311.51,Full-time,1,666.21
65,40447.85,0.3429,0.3921,0,15,21491.71,119,4275.55,1,365.55,Full-time,1,748.27
31,80046.76,0.2573,0.1252,1,7,30839.43,27,5444.74,1,41.21,Part-time,1,739.01
49,122848.66,0.2542,0.272,3,6,17288.63,149,15282.43,2,228.69,Full-time,1,754.91
28,55194.4,0.2384,0.5091,2,11,17789.53,162,31404.28,0,580.56,Part-time,1,736.2
54,60053.82,0.6241,0.2407,1,12,10845.77,147,31308.63,2,216.25,Self-employed,1,700.1
40,107176.72,0.236,0.3445,2,1,22203.95,81,2768.82,1,155.8,Self-employed,1,710.58
54,29298.73,0.5966,0.2041,2,13,55590.93,110,12953.35,1,1042.79,Full-time,1,661.66
53,160346.26,0.5851,0.2878,0,1,48262.99,6,10583.81,4,537.31,Full-time,1,607.52
67,198758.37,0.3925,0.1361,1,1,12053.06,89,1863.75,2,269.51,Self-employed,1,747.39
43,20000.0,0.2145,0.3523,0,9,13874.63,107,27048.73,1,245.31,Part-time,1,786.74
37,63330.58,0.2628,0.1566,1,12,46904.9,147,26415.09,0,779.68,Full-time,1,829.51
45,47880.99,0.3168,0.5934,0,6,27350.73,162,7970.18,1,855.93,Unemployed,1,741.61
28,58738.62,0.4735,0.1239,3,16,26967.88,138,10269.17,4,503.76,Part-time,1,716.98
26,54815.41,0.4441,0.343,0,8,5085.9,32,15118.4,2,410.34,Full-time,1,657.69
45,95348.28,0.1281,0.3741,0,12,34213.37,37,18991.05,3,173.99,Full-time,1,748.88
59,62902.65,0.3081,0.0543,0,9,14819.08,158,7697.12,1,151.47,Unemployed,0,850.0
46,43918.54,0.2846,0.5356,2,9,21235.68,92,6436.89,0,571.27,Full-time,1,657.39
57,61237.6,0.2757,0.3201,2,5,11005.95,145,5308.25,0,303.01,Full-time,1,758.1
29,83420.8,0.551,0.3604,0,7,57223.38,107,47362.54,3,597.12,Full-time,1,683.77
42,38844.64,0.3651,0.2793,1,7,9113.75,10,37670.59,2,413.11,Full-time,1,653.98
49,31545.77,0.1961,0.3944,2,3,70739.82,173,5278.88,1,489.27,Self-employed,1,786.74
37,162224.14,0.4748,0.2827,1,13,18399.25,158,6238.97,2,420.82,Self-employed,1,743.55
21,49558.45,0.3434,0.1851,1,4,16040.09,87,5423.45,2,621.96,Self-employed,1,748.2
24,62205.03,0.5704,0.3226,0,1,9719.19,50,3781.03,3,437.58,Unemployed,1,639.9
64,55325.66,0.3966,0.2562,4,16,12507.56,51,70150.38,2,113.96,Self-employed,1,609.47
49,84680.4,0.3741,0.1414,1,12,15641.51,146,7156.7,2,539.11,Full-time,1,799.09
33,146936.45,0.2319,0.1261,2,7,19817.98,36,25479.39,0,242.34,Full-time,1,728.91
33,85902.67,0.5369,0.1911,2,13,26308.02,107,10018.44,4,757.99,Full-time,1,680.32
22,33414.18,0.4183,0.16,0,3,15583.74,167,11085.75,1,402.52,Full-time,1,823.68
65,35494.91,0.298,0.1521,0,7,26293.2,95,10450.36,2,769.5,Full-time,1,801.74
26,55296.55,0.3875,0.273,1,7,41271.92,100,18258.27,1,698.61,Self-employed,1,723.83
56,58647.2,0.1273,0.3227,3,8,37839.37,81,11417.23,1,521.81,Full-time,1,723.64
32,30489.02,0.3332,0.4134,2,8,27964.44,47,25174.96,3,464.72,Self-employed,1,635.86
36,95674.15,0.4728,0.4041,1,8,25596.68,49,35673.53,1,242.88,Full-time,1,622.97
33,40585.08,0.3824,0.2619,0,6,8585.33,77,7885.05,2,617.87,Full-time,1,733.97
